#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_8	cds	300948	301730	+	KKIFNO_01450	kdgR	DNA-binding transcriptional regulator KdgR	COG:COG1414, COG:K, RefSeq:WP_014233473.1, SO:0001217, UniParc:UPI000243B423, UniRef:UniRef100_A0A1B1EI27, UniRef:UniRef50_A0A095Y2U1, UniRef:UniRef90_A0A1B1EI27
contig_8	cds	301861	302730	-	KKIFNO_01455	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_014233472.1, SO:0001217, UniParc:UPI000243B422, UniRef:UniRef100_A0A1B1EHT6, UniRef:UniRef50_A0A024HDQ1, UniRef:UniRef90_A0A1B1EHT6
contig_8	cds	302908	303510	+	KKIFNO_01460		phosphohydrolase	RefSeq:WP_020335088.1, SO:0001217, UniParc:UPI0003581C2C, UniRef:UniRef100_UPI0003581C2C, UniRef:UniRef50_A0A411ZFV0, UniRef:UniRef90_A0A1B1EHT7
contig_8	cds	303523	304272	+	KKIFNO_01465		class II aldolase	RefSeq:WP_020335087.1, SO:0001217, UniParc:UPI0003572B24, UniRef:UniRef100_UPI0003572B24, UniRef:UniRef50_Q9A8Z4, UniRef:UniRef90_A0A1B1EHW0
contig_8	cds	304544	305692	+	KKIFNO_01470	frmA	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	COG:C, COG:COG1062, RefSeq:WP_020335086.1, SO:0001217, UniParc:UPI00035807AE, UniRef:UniRef100_A0A1B1EHY9, UniRef:UniRef50_P11766, UniRef:UniRef90_A0A1B1NS31
contig_8	cds	305782	306621	+	KKIFNO_01475	fghA	S-formylglutathione hydrolase	EC:3.1.2.12, KEGG:K01070, RefSeq:WP_020335085.1, SO:0001217, UniParc:UPI000357E182, UniRef:UniRef100_A0A1B1EHS5, UniRef:UniRef50_A0A1D9IPH9, UniRef:UniRef90_A0A1B1EHS5
contig_8	cds	307023	307487	+	KKIFNO_01480		oxidoreductase	RefSeq:WP_014233467.1, SO:0001217, UniParc:UPI000243B41D, UniRef:UniRef100_A0A1B1EHT1, UniRef:UniRef50_A0A1B1EHT1, UniRef:UniRef90_A0A1B1EHT1
contig_8	cds	307487	308584	+	KKIFNO_01485		GGDEF domain-containing protein	EC:2.7.7.65, KEGG:K20956, RefSeq:WP_020335082.1, SO:0001217, UniParc:UPI000356F59E, UniRef:UniRef100_A0A3B7D0W4, UniRef:UniRef50_A7N5H2, UniRef:UniRef90_A0A1B1EHV0
contig_8	cds	308669	309472	-	KKIFNO_01490		HAD family hydrolase	RefSeq:WP_020335081.1, SO:0001217, UniParc:UPI0003582111, UniRef:UniRef100_UPI0003582111, UniRef:UniRef50_A0A1T5I0I6, UniRef:UniRef90_A0A1B1EHT0
contig_8	cds	309622	311301	+	KKIFNO_01495		RNA pseudouridine synthase	EC:5.4.99.28, EC:5.4.99.29, KEGG:K06177, RefSeq:WP_020335080.1, SO:0001217, UniParc:UPI000357FAA8, UniRef:UniRef100_UPI000357FAA8, UniRef:UniRef50_A0A1S6HNZ6, UniRef:UniRef90_A0A1B1EIJ2
contig_8	cds	311679	317105	+	KKIFNO_01500		PASTA domain-containing protein	RefSeq:WP_020335079.1, SO:0001217, UniParc:UPI000356F1BB, UniRef:UniRef100_UPI000356F1BB, UniRef:UniRef50_UPI000356F1BB, UniRef:UniRef90_UPI000356F1BB
contig_8	cds	317296	318636	-	KKIFNO_01505	norM	MATE family efflux transporter	COG:COG0534, COG:V, RefSeq:WP_020335078.1, SO:0001217, UniParc:UPI0003582BCD, UniRef:UniRef100_UPI0003582BCD, UniRef:UniRef50_Q5E5D5, UniRef:UniRef90_A0A1W6UUH9
contig_8	cds	319044	320201	+	KKIFNO_01510		GGDEF domain-containing protein	RefSeq:WP_020335077.1, SO:0001217, UniParc:UPI00035755B2, UniRef:UniRef100_UPI00035755B2, UniRef:UniRef50_A7N622, UniRef:UniRef90_A0A1B1EHU2
contig_8	cds	320228	320512	-	KKIFNO_01515		hypothetical protein	RefSeq:WP_020335076.1, SO:0001217, UniParc:UPI000357FE5C, UniRef:UniRef100_UPI000357FE5C, UniRef:UniRef50_A0A0E2XA93, UniRef:UniRef90_A0A1B1EHU7
contig_8	cds	320604	320888	-	KKIFNO_01520	ppnP	Pyrimidine/purine nucleoside phosphorylase	COG:COG3123, COG:F, EC:2.4.2.1, EC:2.4.2.2, GO:0004731, GO:0004850, GO:0009032, GO:0016154, GO:0047975, KEGG:K09913, RefSeq:WP_014233458.1, SO:0001217, UniParc:UPI000243B34D, UniRef:UniRef100_A0A1B1EHW8, UniRef:UniRef50_Q87K41, UniRef:UniRef90_Q87K41
contig_8	cds	321406	323955	+	KKIFNO_01525		chitinase	RefSeq:WP_020335075.1, SO:0001217, UniParc:UPI000357C5C3, UniRef:UniRef100_UPI000357C5C3, UniRef:UniRef50_P32823, UniRef:UniRef90_A0A1B1EHZ9
contig_8	cds	324058	324915	-	KKIFNO_01530		alpha/beta hydrolase	RefSeq:WP_020335074.1, SO:0001217, UniParc:UPI000357B328, UniRef:UniRef100_UPI000357B328, UniRef:UniRef50_A0A0P6ZJT2, UniRef:UniRef90_A0A3B7D0X4
contig_8	cds	325046	325636	-	KKIFNO_01535		TetR family transcriptional regulator	RefSeq:WP_020335073.1, SO:0001217, UniParc:UPI000356E799, UniRef:UniRef100_UPI000356E799, UniRef:UniRef50_A0A0P6YXB5, UniRef:UniRef90_A0A1B1EHT8
contig_8	cds	325887	326912	+	KKIFNO_01540		fucose 4-O-acetylase	RefSeq:WP_020335072.1, SO:0001217, UniParc:UPI000357AF73, UniRef:UniRef100_UPI000357AF73, UniRef:UniRef50_Q6LQK2, UniRef:UniRef90_A0A1B1EHW1
contig_8	cds	326929	327048	-	KKIFNO_01545		hypothetical protein	
contig_8	cds	327108	327224	+	KKIFNO_01550		hypothetical protein	
contig_8	cds	327325	328755	+	KKIFNO_01555	nhaD	sodium:proton antiporter NhaD	COG:COG1055, COG:P, RefSeq:WP_020335070.1, SO:0001217, UniParc:UPI0003580E6B, UniRef:UniRef100_UPI0003580E6B, UniRef:UniRef50_A5F120, UniRef:UniRef90_A0A1B1EHU0
contig_8	cds	328758	329153	-	KKIFNO_01560		aldehyde-activating protein	RefSeq:WP_020335069.1, SO:0001217, UniParc:UPI000357E136, UniRef:UniRef100_A0A3B7D4J9, UniRef:UniRef50_Q6LL62, UniRef:UniRef90_A0A1B1EIK1
contig_8	cds	329490	330098	+	KKIFNO_01565	yitT	Uncharacterised 5xTM membrane BCR, YitT family COG1284	COG:COG1284, COG:S, RefSeq:WP_014233451.1, SO:0001217, UniParc:UPI000243B346, UniRef:UniRef100_A0A1B1EHV2, UniRef:UniRef50_A0A142E832, UniRef:UniRef90_A0A0H0YDK6
contig_8	cds	330218	330700	-	KKIFNO_01570		cysteine methyltransferase	RefSeq:WP_020335066.1, SO:0001217, UniParc:UPI00035811DE, UniRef:UniRef100_UPI00035811DE, UniRef:UniRef50_A0A0A8W9Z6, UniRef:UniRef90_A0A1B1EHV5
contig_8	cds	330697	332064	-	KKIFNO_01575		3-methyladenine DNA glycosylase	EC:3.2.2.21, KEGG:K13529, RefSeq:WP_020335064.1, SO:0001217, UniParc:UPI0003576AA3, UniRef:UniRef100_UPI0003576AA3, UniRef:UniRef50_W9V9R5, UniRef:UniRef90_A0A1B1EHY1
contig_8	cds	332259	332462	+	KKIFNO_01580		hypothetical protein	RefSeq:WP_014233448.1, SO:0001217, UniParc:UPI000243B343, UniRef:UniRef100_A0A1B1EI06, UniRef:UniRef50_F9RBT4, UniRef:UniRef90_A0A1B1EI06
contig_8	cds	332814	333257	+	KKIFNO_01585		oxidoreductase	RefSeq:WP_014233447.1, SO:0001217, UniParc:UPI000243B342, UniRef:UniRef100_A0A1B1EHU3, UniRef:UniRef50_G8Q1V4, UniRef:UniRef90_A0A1B1EHU3
contig_8	cds	333338	334033	+	KKIFNO_01590		pirin family protein	EC:1.13.11.24, KEGG:K06911, RefSeq:WP_020335062.1, SO:0001217, UniParc:UPI000357F65D, UniRef:UniRef100_UPI000357F65D, UniRef:UniRef50_A0A1M5ZTJ6, UniRef:UniRef90_A0A1B1EHU8
contig_8	cds	334111	335004	-	KKIFNO_01595	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, KEGG:K23773, RefSeq:WP_014233445.1, SO:0001217, UniParc:UPI000243B340, UniRef:UniRef100_A0A1B1EHX1, UniRef:UniRef50_A7N5X6, UniRef:UniRef90_A7N5X6
contig_8	cds	335153	335506	+	KKIFNO_01600	yifE	Protein of unknown function, DUF	COG:COG3085, COG:S, KEGG:K09897, RefSeq:WP_014233444.1, SO:0001217, UniParc:UPI000243B33F, UniRef:UniRef100_A0A1B1EHV1, UniRef:UniRef50_A0A3G4VFN4, UniRef:UniRef90_A0A0H0YEE6
contig_8	cds	335660	335911	-	KKIFNO_01605		DUF3081 domain-containing protein	RefSeq:WP_014233443.1, SO:0001217, UniParc:UPI000243B33E, UniRef:UniRef100_A0A1B1EIL1, UniRef:UniRef50_A0A0H0YJ38, UniRef:UniRef90_A0A072K7L5
contig_8	cds	336292	337092	+	KKIFNO_01610	nagB	glucosamine-6-phosphate deaminase	COG:COG0363, COG:G, EC:3.5.99.6, GO:0004342, GO:0005737, GO:0005975, GO:0006044, GO:0019262, KEGG:K02564, RefSeq:WP_014233442.1, SO:0001217, UniParc:UPI000243B33D, UniRef:UniRef100_A0A1B1EI63, UniRef:UniRef50_Q8A094, UniRef:UniRef90_Q87K60
contig_8	cds	337165	338031	-	KKIFNO_01615		glycerol kinase	RefSeq:WP_020335061.1, SO:0001217, UniParc:UPI00035783A4, UniRef:UniRef100_UPI00035783A4, UniRef:UniRef50_A0A655YMM6, UniRef:UniRef90_A0A1B1EHV9
contig_8	cds	338225	338596	+	KKIFNO_01620		GntR family transcriptional regulator	RefSeq:WP_014233440.1, SO:0001217, UniParc:UPI000243B33B, UniRef:UniRef100_A0A1B1EHW6, UniRef:UniRef50_C9QF22, UniRef:UniRef90_A0A1B1EHW6
contig_8	cds	338593	339450	+	KKIFNO_01625		ABC transporter ATP-binding protein	RefSeq:WP_020335060.1, SO:0001217, UniParc:UPI0003579DD7, UniRef:UniRef100_UPI0003579DD7, UniRef:UniRef50_A0A1Y6M977, UniRef:UniRef90_A0A1B1EHZ1
contig_8	cds	339450	340280	+	KKIFNO_01630		hypothetical protein	RefSeq:WP_014233438.1, SO:0001217, UniParc:UPI000243B339, UniRef:UniRef100_A0A3B7D077, UniRef:UniRef50_A0A1B1EI21, UniRef:UniRef90_A0A1B1EI21
contig_8	cds	340363	341550	-	KKIFNO_01635	gltS	sodium/glutamate symporter	COG:COG0786, COG:E, KEGG:K03312, SO:0001217, UniRef:UniRef50_D0WTE1, UniRef:UniRef90_K5UER4
contig_8	cds	342058	342444	+	KKIFNO_01640		DUF393 domain-containing protein	RefSeq:WP_020335058.1, SO:0001217, UniParc:UPI0003578F31, UniRef:UniRef100_UPI0003578F31, UniRef:UniRef50_C9P552, UniRef:UniRef90_A0A1B1EHV7
contig_8	cds	342505	342999	+	KKIFNO_01645	ppiB	cyclophilin	COG:COG0652, COG:O, RefSeq:WP_020335057.1, SO:0001217, UniParc:UPI0003582CF4, UniRef:UniRef100_A0A1B1EHX8, UniRef:UniRef50_P23869, UniRef:UniRef90_A0A1W6TL46
contig_8	cds	343112	343903	-	KKIFNO_01650		DNA-binding response regulator	RefSeq:WP_020335056.1, SO:0001217, UniParc:UPI000357FC80, UniRef:UniRef100_UPI000357FC80, UniRef:UniRef50_Q9KL96, UniRef:UniRef90_A0A1B1EHW2
contig_8	cds	343926	344948	-	KKIFNO_01655		sensor histidine kinase	RefSeq:WP_020335055.1, SO:0001217, UniParc:UPI0003571F37, UniRef:UniRef100_UPI0003571F37, UniRef:UniRef50_Q87K78, UniRef:UniRef90_A0A1B1EIL9
contig_8	cds	344949	346256	-	KKIFNO_01660		Beta-lactamase	RefSeq:WP_020335054.1, SO:0001217, UniParc:UPI0003580ECD, UniRef:UniRef100_UPI0003580ECD, UniRef:UniRef50_S5IVW5, UniRef:UniRef90_A0A1B1EI73
contig_8	cds	346276	347049	-	KKIFNO_01665		outer membrane lipoprotein-sorting protein	RefSeq:WP_020335053.1, SO:0001217, UniParc:UPI000357BB01, UniRef:UniRef100_UPI000357BB01, UniRef:UniRef50_A0A2J9VIR4, UniRef:UniRef90_A0A1B1EHW9
contig_8	cds	347042	348310	-	KKIFNO_01670	lolE	ABC transporter permease	COG:COG4591, COG:M, RefSeq:WP_020335052.1, SO:0001217, UniParc:UPI00035777EE, UniRef:UniRef100_UPI00035777EE, UniRef:UniRef50_A0A379H7F9, UniRef:UniRef90_Q87K81
contig_8	cds	348298	348996	-	KKIFNO_01675	lolD	lipoprotein-releasing system ATP-binding protein LolD	RefSeq:WP_020335051.1, SO:0001217, UniParc:UPI000357717A, UniRef:UniRef100_UPI000357717A, UniRef:UniRef50_A0A1M5X8U4, UniRef:UniRef90_A0A1B1EI01
contig_8	cds	349006	349674	-	KKIFNO_01680		hypothetical protein	RefSeq:WP_020335050.1, SO:0001217, UniParc:UPI0003579643, UniRef:UniRef100_UPI0003579643, UniRef:UniRef50_F9T8F5, UniRef:UniRef90_A0A1B1EI29
contig_8	cds	349894	350610	-	KKIFNO_01685	tACO1	putative transcriptional regulatory protein VIBHAR_07036	COG:COG0217, COG:KJ, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_014233427.1, SO:0001217, UniParc:UPI000243B32E, UniRef:UniRef100_A0A1B1EHV8, UniRef:UniRef50_Q0VNJ7, UniRef:UniRef90_B7VU31
contig_8	cds	350749	350958	-	KKIFNO_01690		DUF3283 domain-containing protein	RefSeq:WP_005374484.1, SO:0001217, UniParc:UPI00005F598C, UniRef:UniRef100_A7JXT3, UniRef:UniRef50_K5U661, UniRef:UniRef90_K5U661
contig_8	cds	351351	351548	-	KKIFNO_01695		hypothetical protein	RefSeq:WP_014233426.1, SO:0001217, UniParc:UPI000243B32D, UniRef:UniRef100_A0A1B1EHY7, UniRef:UniRef50_A0A0C5WDM1, UniRef:UniRef90_A0A1B1EHY7
contig_8	cds	351715	351873	+	KKIFNO_01700		hypothetical protein	
contig_8	cds	351911	352759	+	KKIFNO_01705	dppD	sugar ABC transporter ATP-binding protein	COG:COG0444, COG:EP, RefSeq:WP_020335048.1, SO:0001217, UniParc:UPI000356E81E, UniRef:UniRef100_UPI000356E81E, UniRef:UniRef50_A0A377HQ94, UniRef:UniRef90_A7N809
contig_8	cds	352762	353694	+	KKIFNO_01710	gsiA	ABC transporter ATP-binding protein	COG:COG1123, COG:O, RefSeq:WP_020335047.1, SO:0001217, UniParc:UPI000357DAEB, UniRef:UniRef100_UPI000357DAEB, UniRef:UniRef50_B5ESX1, UniRef:UniRef90_D0X6Z5
contig_8	cds	353694	354161	+	KKIFNO_01715		transcriptional regulator	RefSeq:WP_020335046.1, SO:0001217, UniParc:UPI0003576A26, UniRef:UniRef100_UPI0003576A26, UniRef:UniRef50_Q7MGG7, UniRef:UniRef90_A0A1B1EI82
contig_8	cds	354452	356422	-	KKIFNO_01720		Translation elongation factor	RefSeq:WP_020335045.1, SO:0001217, UniParc:UPI0002FAE12F, UniRef:UniRef100_A0A1B1EHY0, UniRef:UniRef50_D0WTY9, UniRef:UniRef90_A8T3N4
contig_8	oriC	356420	357662	?			origin of replication	
contig_8	cds	357663	358880	+	KKIFNO_01725	parA	ParA family protein	COG:COG1192, COG:DN, RefSeq:WP_014235120.1, SO:0001217, UniParc:UPI000243B3A4, UniRef:UniRef100_A0A3B7CXS5, UniRef:UniRef50_V5HHM8, UniRef:UniRef90_U4E492
contig_8	cds	358888	359862	+	KKIFNO_01730		chromosome partitioning protein ParB	RefSeq:WP_020335043.1, SO:0001217, UniParc:UPI000357BB21, UniRef:UniRef100_A0A1B1EHX9, UniRef:UniRef50_E8M3J3, UniRef:UniRef90_A0A1B1EHX9
contig_8	cds	359902	362004	+	KKIFNO_01735		DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_A0A0P7EE04, UniRef:UniRef90_A0A1B1ELJ4
contig_8	cds	362260	363936	+	KKIFNO_01740		DUF342 domain-containing protein	KEGG:K09749, RefSeq:WP_020335041.1, SO:0001217, UniParc:UPI00035750DD, UniRef:UniRef100_UPI00035750DD, UniRef:UniRef50_A0A2N7IGY0, UniRef:UniRef90_A0A1B1EI10
contig_8	cds	364180	364890	-	KKIFNO_01745	mpaA	murein tripeptide amidase MpaA	RefSeq:WP_024372622.1, SO:0001217, UniParc:UPI000462917B, UniRef:UniRef100_UPI000462917B, UniRef:UniRef50_A7N805, UniRef:UniRef90_A0A3B7D0J6
contig_8	cds	365024	366649	+	KKIFNO_01750		oligopeptide ABC transporter substrate-binding protein OppA	RefSeq:WP_020335039.1, SO:0001217, UniParc:UPI00035806E7, UniRef:UniRef100_UPI00035806E7, UniRef:UniRef50_C9QBX7, UniRef:UniRef90_A0A1B1EI37
contig_8	cds	366763	367353	-	KKIFNO_01755	mscS	mechanosensitive ion channel protein MscS	COG:COG0668, COG:M, RefSeq:WP_020335037.1, SO:0001217, UniParc:UPI00035772F5, UniRef:UniRef100_UPI00035772F5, UniRef:UniRef50_A0A380ABL4, UniRef:UniRef90_A0A1B1EHX0
contig_8	cds	367648	367758	+	KKIFNO_01760		Membrane protein	SO:0001217, UniRef:UniRef50_A0A0D0IK90
contig_8	cds	367805	369919	-	KKIFNO_01765	sunT	type I secretion system permease/ATPase	COG:COG2274, COG:V, RefSeq:WP_020335034.1, SO:0001217, UniParc:UPI000357DA51, UniRef:UniRef100_A0A1B1EHX6, UniRef:UniRef50_A0A264TBA9, UniRef:UniRef90_A0A0H0YE92
contig_8	cds	369934	371847	-	KKIFNO_01770	eAL	diguanylate cyclase	COG:COG2200, COG:T, RefSeq:WP_014235111.1, SO:0001217, UniParc:UPI000243B39B, UniRef:UniRef100_A0A1B1EHZ7, UniRef:UniRef50_A0A1W6VI47, UniRef:UniRef90_A0A1B1EHZ7
contig_8	cds	371853	372536	-	KKIFNO_01775		sulfate adenylyltransferase	RefSeq:WP_020335032.1, SO:0001217, UniParc:UPI000357D6B8, UniRef:UniRef100_A0A1B1EHY5, UniRef:UniRef50_A0A0L7ZEE9, UniRef:UniRef90_A0A1B1EHY5
contig_8	cds	372662	374053	-	KKIFNO_01780		HlyD family type I secretion periplasmic adaptor subunit	KEGG:K12542, RefSeq:WP_014235109.1, SO:0001217, UniParc:UPI000243B296, UniRef:UniRef100_A0A1B1EIP4, UniRef:UniRef50_A0A128FHD8, UniRef:UniRef90_A0A1B1EIP4
contig_8	cds	374223	375449	-	KKIFNO_01785		two-component system response regulator	RefSeq:WP_020335031.1, SO:0001217, UniParc:UPI00035743A2, UniRef:UniRef100_UPI00035743A2, UniRef:UniRef50_A0A1W6UPX3, UniRef:UniRef90_A0A1B1EI92
contig_8	cds	375442	377376	-	KKIFNO_01790		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A4P8G8X5, UniRef:UniRef90_A0A1B1ELB9
contig_8	cds	377571	378206	+	KKIFNO_01795	pdxH	pyridoxamine 5'-phosphate oxidase	COG:COG0259, COG:H, EC:1.4.3.5, GO:0004733, GO:0008615, GO:0010181, KEGG:K00275, RefSeq:WP_014235106.1, SO:0001217, UniParc:UPI000243B293, UniRef:UniRef100_A0A1B1EHZ2, UniRef:UniRef50_Q9KKM4, UniRef:UniRef90_Q87FE9
contig_8	cds	378274	378993	-	KKIFNO_01800	csgD	helix-turn-helix transcriptional regulator	COG:COG2771, COG:K, RefSeq:WP_024372625.1, SO:0001217, UniParc:UPI0004628969, UniRef:UniRef100_UPI0004628969, UniRef:UniRef50_U3BP55, UniRef:UniRef90_A0A3S8V6B7
contig_8	cds	379177	379368	+	KKIFNO_01805		hypothetical protein	SO:0001217, UniParc:UPI0003581BCF, UniRef:UniRef100_A0A1B1EI17, UniRef:UniRef50_A0A1B1EI17, UniRef:UniRef90_A0A1B1EI17
contig_8	ncRNA	379218	379377	-	KKIFNO_01810	VqmR	Vibrio RNA VqmR	RFAM:RF02834, SO:0000655
contig_8	cds	379756	380568	+	KKIFNO_01815	araC	AraC family transcriptional regulator	COG:COG2207, COG:K, RefSeq:WP_020335028.1, SO:0001217, UniParc:UPI000357C338, UniRef:UniRef100_UPI000357C338, UniRef:UniRef50_A0A0H6YJA5, UniRef:UniRef90_A0A0L8CYH7
contig_8	cds	380955	384101	+	KKIFNO_01820	putA	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	COG:COG4230, COG:E, EC:1.2.1.88, EC:1.5.5.2, KEGG:K13821, RefSeq:WP_020335027.1, SO:0001217, UniParc:UPI000356F15C, UniRef:UniRef100_UPI000356F15C, UniRef:UniRef50_A0A428V9K5, UniRef:UniRef90_A0A1B1EHY2
contig_8	cds	384113	384820	+	KKIFNO_01825	putA2	1-pyrroline-5-carboxylate dehydrogenase	COG:COG4230, COG:E, RefSeq:WP_020335026.1, SO:0001217, UniParc:UPI000357DA25, UniRef:UniRef100_UPI000357DA25, UniRef:UniRef50_A0A2N7GBS5, UniRef:UniRef90_A0A0L8CYY0
contig_8	cds	384957	386450	+	KKIFNO_01830	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, RefSeq:WP_020335025.1, SO:0001217, UniParc:UPI0003577202, UniRef:UniRef100_A0A1B1EI09, UniRef:UniRef50_A0A1M5VY33, UniRef:UniRef90_A0A061Q1Y7
contig_8	cds	387025	387273	+	KKIFNO_01835		hypothetical protein	RefSeq:WP_014235099.1, SO:0001217, UniParc:UPI000243B28C, UniRef:UniRef100_A0A1B1EHZ5, UniRef:UniRef50_A0A1E3E8T7, UniRef:UniRef90_A0A1B1EHZ5
contig_8	cds	387798	388274	+	KKIFNO_01840	lrp	AsnC family transcriptional regulator	COG:COG1522, COG:K, RefSeq:WP_006740877.1, SO:0001217, UniParc:UPI000158B808, UniRef:UniRef100_A7JXP1, UniRef:UniRef50_A7N7M3, UniRef:UniRef90_A7N7M3
contig_8	cds	388345	389052	-	KKIFNO_01845		DUF445 domain-containing protein	RefSeq:WP_024372628.1, SO:0001217, UniParc:UPI0004629A7C, UniRef:UniRef100_UPI0004629A7C, UniRef:UniRef50_A0A0M0HMI9, UniRef:UniRef90_A0A1B1EIA0
contig_8	cds	390081	391082	+	KKIFNO_01850		amidinotransferase	COG:COG4874, COG:S, RefSeq:WP_020335020.1, SO:0001217, UniParc:UPI000357E2A5, UniRef:UniRef100_UPI000357E2A5, UniRef:UniRef50_A0A0C3I8B2, UniRef:UniRef90_UPI001EFE517E
contig_8	cds	391245	392816	-	KKIFNO_01855		arylsulfatase	RefSeq:WP_014235095.1, SO:0001217, UniParc:UPI000243B288, UniRef:UniRef100_UPI000243B288, UniRef:UniRef50_N9BFX4, UniRef:UniRef90_UPI000243B288
contig_8	cds	393131	394699	-	KKIFNO_01860	ahpF	alkyl hydroperoxide reductase subunit F	COG:COG3634, COG:V, RefSeq:WP_020335019.1, SO:0001217, UniParc:UPI000357441E, UniRef:UniRef100_UPI000357441E, UniRef:UniRef50_P42974, UniRef:UniRef90_A0A1M5VNQ5
contig_8	cds	394859	395416	-	KKIFNO_01865	ahpC	alkyl hydroperoxide reductase subunit C	COG:COG0450, COG:V, EC:1.11.1.26, KEGG:K24119, RefSeq:WP_014235093.1, SO:0001217, UniParc:UPI000243B286, UniRef:UniRef100_A0A1B1EHZ0, UniRef:UniRef50_P83117, UniRef:UniRef90_R4YKM2
contig_8	cds	395696	396154	-	KKIFNO_01870		MarR family transcriptional regulator	RefSeq:WP_020335018.1, SO:0001217, UniParc:UPI0003576638, UniRef:UniRef100_UPI0003576638, UniRef:UniRef50_A7N3G4, UniRef:UniRef90_A0A1B1EHZ6
contig_8	cds	396290	396712	+	KKIFNO_01875	osmC	organic hydroperoxide resistance protein	COG:COG1764, COG:V, EC:1.11.1.28, KEGG:K04063, RefSeq:WP_020335017.1, SO:0001217, UniParc:UPI0003577CC6, UniRef:UniRef100_UPI0003577CC6, UniRef:UniRef50_A0A0N1A5N0, UniRef:UniRef90_A0A1W6TH41
contig_8	cds	396768	397667	-	KKIFNO_01880		AraC family transcriptional regulator	RefSeq:WP_020335016.1, SO:0001217, UniParc:UPI00035716EE, UniRef:UniRef100_UPI00035716EE, UniRef:UniRef50_A0A2N8ZIX8, UniRef:UniRef90_A0A2I3CL10
contig_8	cds	397833	398942	-	KKIFNO_01885		carotenoid 1,2-hydratase	RefSeq:WP_020335015.1, SO:0001217, UniParc:UPI00035745F9, UniRef:UniRef100_UPI00035745F9, UniRef:UniRef50_A3Y7T1, UniRef:UniRef90_A0A1B1EIQ6
contig_8	cds	398942	401431	-	KKIFNO_01890		cell division protein FtsX	RefSeq:WP_020335013.1, SO:0001217, UniParc:UPI0003570A8D, UniRef:UniRef100_UPI0003570A8D, UniRef:UniRef50_A0A1E5B2D0, UniRef:UniRef90_A0A1B1EIA7
contig_8	cds	401428	402123	-	KKIFNO_01895		ABC transporter ATP-binding protein	RefSeq:WP_020335011.1, SO:0001217, UniParc:UPI00035827E2, UniRef:UniRef100_UPI00035827E2, UniRef:UniRef50_Q8EII2, UniRef:UniRef90_A0A1B1EI11
contig_8	cds	402359	403135	-	KKIFNO_01900		NAD(P)-dependent oxidoreductase	RefSeq:WP_020335010.1, SO:0001217, UniParc:UPI00035773FE, UniRef:UniRef100_UPI00035773FE, UniRef:UniRef50_A0A2E9XRR6, UniRef:UniRef90_A0A1B1EI08
contig_8	cds	403155	403880	-	KKIFNO_01905		sulfite exporter TauE/SafE family protein	RefSeq:WP_020335009.1, SO:0001217, UniParc:UPI000358004E, UniRef:UniRef100_UPI000358004E, UniRef:UniRef50_A0A0C5WND4, UniRef:UniRef90_A0A1B1EI35
contig_8	cds	404074	405549	-	KKIFNO_01910		PLP-dependent aminotransferase family protein	KEGG:K00375, RefSeq:WP_024372629.1, SO:0001217, UniParc:UPI000416D231, UniRef:UniRef100_A0A3B7CZF6, UniRef:UniRef50_A0A0C5WHG4, UniRef:UniRef90_A0A1B1EI65
contig_8	cds	405729	407144	+	KKIFNO_01915		aspartate aminotransferase family protein	EC:2.6.1.77, KEGG:K03851, RefSeq:WP_020335007.1, SO:0001217, UniParc:UPI0003582AF9, UniRef:UniRef100_A0A3B7D0C0, UniRef:UniRef50_E5Y945, UniRef:UniRef90_A0A1B1EI00
contig_8	cds	407360	408391	+	KKIFNO_01920	tauA	taurine ABC transporter substrate-binding protein	KEGG:K15551, RefSeq:WP_020335006.1, SO:0001217, UniParc:UPI0003580126, UniRef:UniRef100_A0A1B1EI04, UniRef:UniRef50_F6CT09, UniRef:UniRef90_A0A3B7D148
contig_8	cds	408421	409272	+	KKIFNO_01925		nitrate ABC transporter ATP-binding protein	RefSeq:WP_014235081.1, SO:0001217, UniParc:UPI000243B27A, UniRef:UniRef100_UPI000243B27A, UniRef:UniRef50_Q6RH47, UniRef:UniRef90_A0A1B1EI23
contig_8	cds	409272	410252	+	KKIFNO_01930		taurine ABC transporter permease	RefSeq:WP_020335005.1, SO:0001217, UniParc:UPI000357631B, UniRef:UniRef100_UPI000357631B, UniRef:UniRef50_A0A074JEE7, UniRef:UniRef90_A0A1B1ELF0
contig_8	cds	410413	410658	-	KKIFNO_01935		DUF3297 domain-containing protein	RefSeq:WP_014235079.1, SO:0001217, UniParc:UPI000243B278, UniRef:UniRef100_A0A1B1EI13, UniRef:UniRef50_A0A099LUV4, UniRef:UniRef90_A0A099LUV4
