#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_8	1501384	1501575	+	KKIFNO_06665	7.4	4.1		RefSeq:WP_014234066.1, SO:0001217, UniParc:UPI000243B463, UniRef:UniRef100_A0A1B1EKW6, UniRef:UniRef50_A0A191W7T0, UniRef:UniRef90_A0A0B4IZT1
contig_8	1511284	1511466	+	KKIFNO_06695	7.0	5.0		SO:0001217, UniRef:UniRef50_A0A0D0IY66, UniRef:UniRef90_UPI000243B45D
contig_8	1524940	1525488	+	KKIFNO_06755	21.1	8.8		SO:0001217, UniRef:UniRef50_UPI001ED8FCC7, UniRef:UniRef90_UPI001ED8FCC7
contig_8	1525509	1525832	+	KKIFNO_06760	12.1	6.1		RefSeq:WP_014234047.1, SO:0001217, UniParc:UPI000243B450, UniRef:UniRef100_UPI000243B450, UniRef:UniRef50_Q87H72, UniRef:UniRef90_A0A1B1EL22
contig_8	1528851	1529162	+	KKIFNO_06785	11.9	6.3		
contig_8	1530070	1530210	-	KKIFNO_06795	5.1	9.1		
contig_8	1531620	1531922	-	KKIFNO_06805	11.2	4.6		RefSeq:WP_020334718.1, SO:0001217, UniParc:UPI000357EB2D, UniRef:UniRef100_UPI000357EB2D, UniRef:UniRef50_A0A1B1E8E2, UniRef:UniRef90_A0A1B1E8E2
contig_8	1546962	1548218	-	KKIFNO_06870	45.7	9.8		SO:0001217, UniRef:UniRef50_A0A0X8LJM7, UniRef:UniRef90_UPI00040BB5EA
contig_8	1563119	1563976	+	KKIFNO_06925	33.3	5.0		
contig_8	1563973	1565079	+	KKIFNO_06930	42.6	9.1		RefSeq:WP_020333863.1, SO:0001217, UniParc:UPI000357DE5B, UniRef:UniRef100_UPI000357DE5B, UniRef:UniRef50_UPI000357DE5B, UniRef:UniRef90_UPI000357DE5B
contig_8	1569455	1570144	+	KKIFNO_06945	25.1	5.2		RefSeq:WP_020333859.1, SO:0001217, UniParc:UPI0003579986, UniRef:UniRef100_UPI0003579986, UniRef:UniRef50_UPI0003579986, UniRef:UniRef90_UPI0003579986
contig_8	1591519	1591782	-	KKIFNO_07020	10.0	9.7	PF13384.9|HTH_23, PF13518.9|HTH_28	PFAM:PF13384.9, PFAM:PF13518.9, SO:0001217, UniRef:UniRef50_C9XUD7, UniRef:UniRef90_A0A0D1GNP1
contig_8	1591849	1592418	-	KKIFNO_07025	21.7	6.0		RefSeq:WP_020333843.1, SO:0001217, UniParc:UPI00035755CC, UniRef:UniRef100_UPI00035755CC, UniRef:UniRef50_UPI001CDCDE63, UniRef:UniRef90_UPI00035755CC
contig_8	1605771	1606982	-	KKIFNO_07105	44.0	4.1		RefSeq:WP_020333831.1, SO:0001217, UniParc:UPI0003579962, UniRef:UniRef100_UPI001F33FA46, UniRef:UniRef50_A0A1H5S4E4, UniRef:UniRef90_A0A1B1EL47
contig_8	1618417	1618593	-	KKIFNO_07155	6.8	5.3		RefSeq:WP_014234020.1, SO:0001217, UniParc:UPI000243B368, UniRef:UniRef100_UPI000243B368, UniRef:UniRef50_A0A1M6A580, UniRef:UniRef90_UPI000ADA60D5
contig_8	1629995	1630096	-	KKIFNO_07225	3.4	5.4		SO:0001217, UniRef:UniRef50_UPI00031C8AE8, UniRef:UniRef90_UPI00031C8AE8
contig_8	1682685	1683392	-	KKIFNO_07445	26.4	5.5		SO:0001217, UniRef:UniRef50_A0A1B1ELQ6, UniRef:UniRef90_A0A1B1ELQ6
contig_8	1694487	1695266	+	KKIFNO_07500	27.1	4.3		RefSeq:WP_020333766.1, SO:0001217, UniParc:UPI0003571E34, UniRef:UniRef100_UPI0003571E34, UniRef:UniRef50_A0A1B1ELK1, UniRef:UniRef90_A0A1B1ELK1
contig_8	1721192	1721374	+	KKIFNO_07620	6.7	7.9		RefSeq:WP_014233923.1, SO:0001217, UniParc:UPI000243C14A, UniRef:UniRef100_A0A3B7CXD1, UniRef:UniRef50_C9QHY8, UniRef:UniRef90_A0A1B1ELE4
contig_8	1740652	1740789	+	KKIFNO_07725	5.4	6.5		
contig_8	1820309	1820494	-	KKIFNO_08030	7.7	9.5		SO:0001217, UniParc:UPI000243BF21, UniRef:UniRef100_A0A1B1EGS6, UniRef:UniRef50_A0A0B8Q5G3, UniRef:UniRef90_A0A1B1EGS6
contig_8	1823504	1823641	-	KKIFNO_08050	5.3	4.4		
contig_8	1827684	1827839	+	KKIFNO_08070	5.5	9.8		
contig_8	1861030	1861611	-	KKIFNO_08240	22.5	4.8		RefSeq:WP_024372787.1, SO:0001217, UniParc:UPI0004628758, UniRef:UniRef100_UPI0004628758, UniRef:UniRef50_A0A1B1EGW6, UniRef:UniRef90_A0A1B1EGW6
contig_8	1908880	1909359	-	KKIFNO_08435	17.9	5.0		RefSeq:WP_020334158.1, SO:0001217, UniParc:UPI0003572291, UniRef:UniRef100_A0A1B1EHP1, UniRef:UniRef50_A0A1B1EHP1, UniRef:UniRef90_A0A1B1EHP1
contig_8	1910486	1910833	+	KKIFNO_08445	13.2	9.3		
contig_8	1921577	1921795	-	KKIFNO_08505	8.2	4.5		SO:0001217, UniParc:UPI000356E752, UniRef:UniRef100_A0A1B1ELA2, UniRef:UniRef50_S5IYZ8, UniRef:UniRef90_A0A1B1ELA2
contig_1	3352	4347	-	KKIFNO_08540	37.5	5.1		RefSeq:WP_020333381.1, SO:0001217, UniParc:UPI000358075F, UniRef:UniRef100_A0A1B1EGN7, UniRef:UniRef50_A0A0F4NMJ3, UniRef:UniRef90_A0A1B1EGN7
contig_1	22613	22897	-	KKIFNO_08630	10.7	5.2		RefSeq:WP_014233364.1, SO:0001217, UniParc:UPI000243C242, UniRef:UniRef100_A0A1B1EG14, UniRef:UniRef50_A0A090IPA9, UniRef:UniRef90_A0A0H0YDR1
contig_1	59304	59471	+	KKIFNO_08830	5.9	12.0		RefSeq:WP_014233394.1, SO:0001217, UniParc:UPI000243B21D, UniRef:UniRef100_A0A3B7CVY9, UniRef:UniRef50_U3CC87, UniRef:UniRef90_A0A3B7CVY9
contig_1	113368	113550	+	KKIFNO_09085	6.7	4.6		RefSeq:WP_014230435.1, SO:0001217, UniParc:UPI000243A857, UniRef:UniRef100_A0A1B1E893, UniRef:UniRef90_A0A0H0YD80
contig_1	144666	144914	+	KKIFNO_09230	9.5	9.2		SO:0001217, UniRef:UniRef50_S5J4B7, UniRef:UniRef90_A0A3B7D6X3
contig_1	164838	165410	+	KKIFNO_09315	21.1	10.3		RefSeq:WP_020336254.1, SO:0001217, UniParc:UPI0003575A0E, UniRef:UniRef100_UPI0003575A0E, UniRef:UniRef50_A0A1H6BXH2, UniRef:UniRef90_A0A1B1E898
contig_1	167969	168109	-	KKIFNO_09340	5.2	10.0		
contig_1	174237	174365	+	KKIFNO_09365	4.9	10.0		
contig_1	182976	183479	+	KKIFNO_09415	18.7	8.7		RefSeq:WP_020336267.1, SO:0001217, UniParc:UPI0003572B73, UniRef:UniRef100_A0A1B1E8G0, UniRef:UniRef50_U4K9M4, UniRef:UniRef90_A0A0M0HVL2
contig_1	189501	190202	+	KKIFNO_09445	26.8	7.8		SO:0001217, UniRef:UniRef50_A0A0F4QU74, UniRef:UniRef90_A0A1B1EG89
contig_1	200225	200341	-	KKIFNO_09495	4.6	9.7		
contig_1	210490	210759	+	KKIFNO_09545	9.7	10.0		RefSeq:WP_020336288.1, SO:0001217, UniParc:UPI00035720A0, UniRef:UniRef100_UPI00035720A0, UniRef:UniRef50_UPI00035720A0, UniRef:UniRef90_UPI00035720A0
contig_1	281333	281749	-	KKIFNO_09865	15.6	9.8		RefSeq:WP_076633420.1, SO:0001217, UniParc:UPI000722670B, UniRef:UniRef100_UPI000722670B, UniRef:UniRef50_UPI000722670B, UniRef:UniRef90_UPI000722670B
contig_1	302812	303780	+	KKIFNO_09975	36.7	6.5		RefSeq:WP_014230595.1, SO:0001217, UniParc:UPI000243A575, UniRef:UniRef100_UPI000243A575, UniRef:UniRef50_UPI00140E30A5, UniRef:UniRef90_UPI000243A575
contig_1	313043	313258	-	KKIFNO_10020	6.6	4.2		RefSeq:WP_020335735.1, SO:0001217, UniParc:UPI00035717C1, UniRef:UniRef100_UPI00035717C1, UniRef:UniRef50_A0A1B1E8Y5, UniRef:UniRef90_UPI00035717C1
contig_1	323859	324851	-	KKIFNO_10070	37.9	7.2		RefSeq:WP_020335747.1, SO:0001217, UniParc:UPI0003574AB8, UniRef:UniRef100_UPI0003574AB8, UniRef:UniRef50_A0A0N9DYP4, UniRef:UniRef90_UPI0003574AB8
contig_1	326886	327932	-	KKIFNO_10080	39.9	7.7		RefSeq:WP_020335749.1, SO:0001217, UniParc:UPI000357122A, UniRef:UniRef100_UPI000357122A, UniRef:UniRef50_A0A4R3I9X9, UniRef:UniRef90_UPI000357122A
contig_1	328096	328527	-	KKIFNO_10085	16.0	6.2		RefSeq:WP_020335750.1, SO:0001217, UniParc:UPI0003578513, UniRef:UniRef100_UPI0003578513, UniRef:UniRef50_A0A0N7EIK1, UniRef:UniRef90_UPI0003578513
contig_1	330621	331805	-	KKIFNO_10100	45.6	6.0		RefSeq:WP_020335753.1, SO:0001217, UniParc:UPI000356EF3E, UniRef:UniRef100_UPI000356EF3E, UniRef:UniRef50_UPI000356EF3E, UniRef:UniRef90_UPI000356EF3E
contig_1	345866	346258	-	KKIFNO_10165	14.8	9.0		RefSeq:WP_020335766.1, SO:0001217, UniParc:UPI000356E885, UniRef:UniRef100_UPI000356E885, UniRef:UniRef50_A0A5Q5AXA2, UniRef:UniRef90_UPI000356E885
contig_1	413699	413803	+	KKIFNO_10555	3.9	9.9		SO:0001217, UniRef:UniRef50_A0A0D1GJ55, UniRef:UniRef90_A0A0D1GJ55
contig_1	440315	440506	+	KKIFNO_10675	7.0	4.4		RefSeq:WP_014230709.1, SO:0001217, UniParc:UPI000243A695, UniRef:UniRef100_A0A1B1E998, UniRef:UniRef50_A7MWD4, UniRef:UniRef90_A0A243VWB5
contig_1	529996	530196	+	KKIFNO_11065	7.4	7.9		
contig_1	606175	606267	+	KKIFNO_11380	3.7	10.0		
contig_1	617620	617733	+	KKIFNO_11430	4.0	6.5		
contig_1	679417	679725	+	KKIFNO_11715	12.2	5.5		RefSeq:WP_014230900.1, SO:0001217, UniParc:UPI000243BB13, UniRef:UniRef100_A0A1B1E9T7, UniRef:UniRef50_Q6LPP9, UniRef:UniRef90_A0A0H0YDU3
contig_1	769632	770252	-	KKIFNO_12090	22.2	5.5		RefSeq:WP_020333675.1, SO:0001217, UniParc:UPI00035747F3, UniRef:UniRef100_UPI00035747F3, UniRef:UniRef50_A1S6S3, UniRef:UniRef90_A0A1B1EA24
contig_1	785546	786859	+	KKIFNO_12175	48.1	8.5		RefSeq:WP_020333686.1, SO:0001217, UniParc:UPI000357B3A3, UniRef:UniRef100_UPI000357B3A3, UniRef:UniRef50_A0A0L8SMM7, UniRef:UniRef90_A0A1B1EA28
contig_1	915047	915244	-	KKIFNO_12880	7.5	6.5		
contig_1	926269	926442	-	KKIFNO_12930	6.2	9.0		RefSeq:WP_014231110.1, SO:0001217, UniParc:UPI000243C1AF, UniRef:UniRef100_UPI000243C1AF, UniRef:UniRef50_A7MT57, UniRef:UniRef90_UPI000243C1AF
contig_1	934383	934592	+	KKIFNO_12980	7.7	8.4		RefSeq:WP_014231120.1, SO:0001217, UniParc:UPI000243C1B9, UniRef:UniRef100_A0A1B1EAJ0, UniRef:UniRef50_A0A1E5E4R4, UniRef:UniRef90_A0A1B1EAJ0
contig_1	986168	986539	-	KKIFNO_13210	13.6	6.7		RefSeq:WP_020336315.1, SO:0001217, UniParc:UPI0003581083, UniRef:UniRef100_UPI0003581083, UniRef:UniRef50_A7MT28, UniRef:UniRef90_A0A1B1EAL1
contig_1	1004923	1006020	+	KKIFNO_13310	41.8	5.5		RefSeq:WP_024372727.1, SO:0001217, UniParc:UPI000408DB76, UniRef:UniRef100_UPI000408DB76, UniRef:UniRef50_A0A0J1GGJ3, UniRef:UniRef90_A0A1B1EAY3
contig_1	1014029	1014973	+	KKIFNO_13335	35.7	6.4		RefSeq:WP_020336122.1, SO:0001217, UniParc:UPI0003574A9B, UniRef:UniRef100_UPI0003574A9B, UniRef:UniRef50_A7MT08, UniRef:UniRef90_A0A1B1EAT3
contig_1	1077941	1078684	+	KKIFNO_13615	26.6	8.4		RefSeq:WP_014231250.1, SO:0001217, UniParc:UPI000243B4AB, UniRef:UniRef100_A0A1B1EAW8, UniRef:UniRef50_A0A6G8D567, UniRef:UniRef90_A0A1B1EAW8
contig_1	1084320	1084562	+	KKIFNO_13650	8.3	9.8		RefSeq:WP_020332809.1, SO:0001217, UniParc:UPI0003581BB5, UniRef:UniRef100_UPI0003581BB5, UniRef:UniRef50_R4WUN3, UniRef:UniRef90_UPI0005B6BF0D
contig_1	1084573	1084995	+	KKIFNO_13655	16.0	6.2	PF20472.1|PDDEXK_11	PFAM:PF20472.1, RefSeq:WP_020332812.1, SO:0001217, UniParc:UPI000357994D, UniRef:UniRef100_UPI000357994D, UniRef:UniRef50_S5C8W9, UniRef:UniRef90_UPI0005B6C498
contig_1	1095498	1096064	-	KKIFNO_13690	20.3	4.1		RefSeq:WP_005495314.1, SO:0001217, UniParc:UPI000205C17B, UniRef:UniRef100_UPI0004A4A29B, UniRef:UniRef50_UPI0006A723F5, UniRef:UniRef90_UPI0006A723F5
contig_1	1096422	1096637	-	KKIFNO_13695	8.1	6.6		RefSeq:WP_020332820.1, SO:0001217, UniParc:UPI000357727D, UniRef:UniRef100_UPI000357727D, UniRef:UniRef50_A0A0X8LQ95, UniRef:UniRef90_UPI000813C3F0
contig_1	1098615	1099103	+	KKIFNO_13710	19.0	5.9		RefSeq:WP_020332823.1, SO:0001217, UniParc:UPI00035805A8, UniRef:UniRef100_UPI00035805A8, UniRef:UniRef50_A0A0C3IC21, UniRef:UniRef90_UPI001D16D961
contig_1	1099611	1101785	+	KKIFNO_13715	82.1	5.1		RefSeq:WP_020332824.1, SO:0001217, UniParc:UPI00035808B0, UniRef:UniRef100_UPI00035808B0, UniRef:UniRef50_A0A1H6QWP7, UniRef:UniRef90_K5UNC2
contig_1	1129672	1131069	+	KKIFNO_13830	51.8	9.0		KEGG:K09859, RefSeq:WP_020332841.1, SO:0001217, UniParc:UPI000357E398, UniRef:UniRef100_UPI000357E398, UniRef:UniRef50_E8LSK4, UniRef:UniRef90_A0A1B1EB11
contig_1	1147018	1147380	+	KKIFNO_13905	13.5	6.3		
contig_1	1156132	1156386	+	KKIFNO_13945	9.9	9.9		
contig_1	1157147	1157815	-	KKIFNO_13955	25.8	8.6		RefSeq:WP_020332853.1, SO:0001217, UniParc:UPI000357D944, UniRef:UniRef100_A0A1B1EB92, UniRef:UniRef50_Q87R07, UniRef:UniRef90_A0A1B1EB92
contig_1	1170317	1170523	-	KKIFNO_14010	7.8	10.4		SO:0001217, UniRef:UniRef50_A0A1B1EBA1, UniRef:UniRef90_A0A1B1EBA1
contig_1	1214494	1214613	+	KKIFNO_14200	4.4	11.0		
contig_1	1216356	1216508	-	KKIFNO_14210	5.7	4.2		RefSeq:WP_020332886.1, SO:0001217, UniParc:UPI000357A3E6, UniRef:UniRef100_UPI000357A3E6, UniRef:UniRef50_A0A812FSE9, UniRef:UniRef90_UPI000357A3E6
contig_1	1241719	1242876	-	KKIFNO_14350	44.1	4.5		RefSeq:WP_020332900.1, SO:0001217, UniParc:UPI000358054D, UniRef:UniRef100_UPI000358054D, UniRef:UniRef50_E8M3X0, UniRef:UniRef90_UPI000243B901
contig_1	1245074	1245487	-	KKIFNO_14365	15.3	6.4		RefSeq:WP_020332903.1, SO:0001217, UniParc:UPI0003572F83, UniRef:UniRef100_UPI0003572F83, UniRef:UniRef50_A0A0M0HU22, UniRef:UniRef90_UPI000243B904
contig_1	1261890	1262108	-	KKIFNO_14440	8.1	9.2		SO:0001217, UniParc:UPI000243BB29, UniRef:UniRef100_A0A3B7CRU9, UniRef:UniRef50_A0A3B7CRU9, UniRef:UniRef90_A0A3B7CRU9
contig_1	1288444	1288611	-	KKIFNO_14550	6.2	4.6		RefSeq:WP_014231467.1, SO:0001217, UniParc:UPI000243BB3E, UniRef:UniRef100_A0A3B7CRL5, UniRef:UniRef50_A0A1B1NQF2, UniRef:UniRef90_A0A3B7CRL5
contig_1	1299677	1299946	+	KKIFNO_14615	10.2	4.2		RefSeq:WP_014231480.1, SO:0001217, UniParc:UPI000243BC52, UniRef:UniRef100_A0A1B1EBD1, UniRef:UniRef50_A0A1S6HWU2, UniRef:UniRef90_A0A0H0YHN2
contig_1	1304482	1306962	-	KKIFNO_14635	90.8	4.2		RefSeq:WP_024372836.1, SO:0001217, UniParc:UPI0004179F8E, UniRef:UniRef100_UPI0004179F8E, UniRef:UniRef50_A0A1J4R775, UniRef:UniRef90_UPI0004179F8E
contig_1	1324682	1324819	-	KKIFNO_14735	5.3	4.1		
contig_1	1366556	1366783	-	KKIFNO_14915	8.9	8.9		RefSeq:WP_014231541.1, SO:0001217, UniParc:UPI000243BD7D, UniRef:UniRef100_A0A1B1EBI8, UniRef:UniRef50_A0A1N6M708, UniRef:UniRef90_A0A1B1EBI8
contig_1	1403394	1403519	+	KKIFNO_15060	4.8	6.7		
contig_1	1405356	1405868	-	KKIFNO_15070	19.7	5.5		RefSeq:WP_020333005.1, SO:0001217, UniParc:UPI0003577096, UniRef:UniRef100_UPI0003577096, UniRef:UniRef50_A0A1B1EBL0, UniRef:UniRef90_A0A1B1EBL0
contig_1	1436205	1436390	-	KKIFNO_15190	7.2	6.8		RefSeq:WP_014231595.1, SO:0001217, UniParc:UPI000243BFAC, UniRef:UniRef100_A0A1B1EBN3, UniRef:UniRef50_F9T0C3, UniRef:UniRef90_A0A1B1EBN3
contig_1	1440292	1443327	+	KKIFNO_15215	112.6	5.8	PF01565.26|FAD_binding_4, PF02913.22|FAD-oxidase_C, PF13183.9|Fer4_8	COG:C, COG:COG0277, PFAM:PF01565.26, PFAM:PF02913.22, PFAM:PF13183.9, RefSeq:WP_020333024.1, SO:0001217, UniParc:UPI000357A482, UniRef:UniRef100_UPI000357A482, UniRef:UniRef50_A0A3L9HYX6, UniRef:UniRef90_Q87Q80
contig_1	1476132	1476977	+	KKIFNO_15370	32.6	6.7		RefSeq:WP_020333048.1, SO:0001217, UniParc:UPI000357873F, UniRef:UniRef100_UPI000357873F, UniRef:UniRef50_A0A853J7K9, UniRef:UniRef90_UPI0012684F7C
contig_1	1477090	1478133	+	KKIFNO_15375	39.4	5.2		RefSeq:WP_020333049.1, SO:0001217, UniParc:UPI0003579E35, UniRef:UniRef100_UPI0003579E35, UniRef:UniRef50_A0A5C6QAR6, UniRef:UniRef90_UPI0003579E35
contig_1	1478223	1478546	+	KKIFNO_15380	12.3	5.2		RefSeq:WP_020333050.1, SO:0001217, UniParc:UPI000358199E, UniRef:UniRef100_UPI000358199E, UniRef:UniRef50_A7N8J0, UniRef:UniRef90_UPI000358199E
contig_1	1478903	1479412	+	KKIFNO_15385	19.5	7.8		RefSeq:WP_061778632.1, SO:0001217, UniParc:UPI0007226537, UniRef:UniRef100_UPI0007226537, UniRef:UniRef50_UPI0007226537, UniRef:UniRef90_UPI0007226537
contig_1	1479652	1479957	-	KKIFNO_15390	11.9	9.1		RefSeq:WP_020333054.1, SO:0001217, UniParc:UPI000357C6EF, UniRef:UniRef100_UPI000357C6EF, UniRef:UniRef50_S7JLL7, UniRef:UniRef90_A0A1W6TBK5
contig_1	1479998	1480156	-	KKIFNO_15395	5.8	4.2		SO:0001217, UniRef:UniRef50_A0A1W6TQI5, UniRef:UniRef90_A0A1W6TQI5
contig_1	1480131	1480532	-	KKIFNO_15400	15.3	9.1		RefSeq:WP_020333056.1, SO:0001217, UniParc:UPI0003582609, UniRef:UniRef100_UPI0003582609, UniRef:UniRef50_A3UVL4, UniRef:UniRef90_UPI00084A3DD0
contig_1	1480529	1480771	-	KKIFNO_15405	9.1	10.0		RefSeq:WP_020333057.1, SO:0001217, UniParc:UPI00035754D2, UniRef:UniRef100_UPI00035754D2, UniRef:UniRef50_A0A1W6TBC8, UniRef:UniRef90_A0A1W6TBC8
contig_1	1480933	1481205	-	KKIFNO_15410	10.2	4.6		RefSeq:WP_020333058.1, SO:0001217, UniParc:UPI00035749B4, UniRef:UniRef100_UPI00035749B4, UniRef:UniRef50_A0A7H8DPH8, UniRef:UniRef90_A0A7H8DPH8
contig_1	1481374	1481610	+	KKIFNO_15415	8.9	4.7		SO:0001217, UniRef:UniRef50_UPI001A8D8FC9, UniRef:UniRef90_UPI001A8D8FC9
contig_1	1481531	1481959	-	KKIFNO_15420	16.3	5.3		RefSeq:WP_020333059.1, SO:0001217, UniParc:UPI000356E0A2, UniRef:UniRef100_UPI000356E0A2, UniRef:UniRef50_UPI000356E0A2, UniRef:UniRef90_UPI000356E0A2
contig_1	1483837	1483968	+	KKIFNO_15440	4.8	8.8		SO:0001217, UniParc:UPI00040C6F1D, UniRef:UniRef100_A0A1W6UZ98, UniRef:UniRef50_A0A1W6UZ98, UniRef:UniRef90_A0A1W6UZ98
contig_1	1486239	1486859	+	KKIFNO_15460	23.4	6.5		RefSeq:WP_020333066.1, SO:0001217, UniParc:UPI0003575228, UniRef:UniRef100_UPI0003575228, UniRef:UniRef50_UPI0003575228, UniRef:UniRef90_UPI0003575228
contig_1	1488032	1488469	+	KKIFNO_15470	16.1	7.6		RefSeq:WP_020333069.1, SO:0001217, UniParc:UPI000357A004, UniRef:UniRef100_UPI000357A004, UniRef:UniRef50_A0A1C3JUG6, UniRef:UniRef90_A0A829TR54
contig_1	1488523	1489200	+	KKIFNO_15475	26.0	5.0		RefSeq:WP_020333071.1, SO:0001217, UniParc:UPI000357948A, UniRef:UniRef100_UPI000357948A, UniRef:UniRef50_UPI000357948A, UniRef:UniRef90_UPI000357948A
contig_1	1489330	1489611	+	KKIFNO_15480	10.3	9.2		RefSeq:WP_020333072.1, SO:0001217, UniParc:UPI000356F641, UniRef:UniRef100_UPI000356F641, UniRef:UniRef50_A0A1M7YU46, UniRef:UniRef90_UPI0011EDE64E
contig_1	1489577	1490035	+	KKIFNO_15485	17.2	8.6		RefSeq:WP_020333073.1, SO:0001217, UniParc:UPI0003581F46, UniRef:UniRef100_UPI0003581F46, UniRef:UniRef50_A0A0F4NNS8, UniRef:UniRef90_UPI001592D9A6
contig_1	1490077	1490262	+	KKIFNO_15490	6.9	9.1		RefSeq:WP_020333074.1, SO:0001217, UniParc:UPI0003580537, UniRef:UniRef100_UPI0003580537, UniRef:UniRef50_A0A0S3JSW4, UniRef:UniRef90_A0A0S3JSW4
contig_1	1494552	1495073	+	KKIFNO_15510	18.9	9.3		SO:0001217, UniRef:UniRef50_A0A6A9VNP5, UniRef:UniRef90_UPI0005F202BD
contig_1	1498629	1498820	+	KKIFNO_15525	6.9	4.2		RefSeq:WP_020333081.1, SO:0001217, UniParc:UPI00035722D7, UniRef:UniRef100_UPI00035722D7, UniRef:UniRef50_A0A0S3JSV9, UniRef:UniRef90_UPI00159468A4
contig_1	1501436	1503667	+	KKIFNO_15560	81.7	5.5		RefSeq:WP_020333090.1, SO:0001217, UniParc:UPI000357577B, UniRef:UniRef100_UPI000357577B, UniRef:UniRef50_UPI00057E2506, UniRef:UniRef90_UPI000357577B
contig_1	1503667	1504263	+	KKIFNO_15565	21.9	7.8		RefSeq:WP_020333091.1, SO:0001217, UniParc:UPI0003577D20, UniRef:UniRef100_UPI0003577D20, UniRef:UniRef50_A0A6G7CHE7, UniRef:UniRef90_UPI0003577D20
contig_1	1509810	1511504	+	KKIFNO_15580	59.7	4.5		RefSeq:WP_020333094.1, SO:0001217, UniParc:UPI00035786CB, UniRef:UniRef100_UPI00035786CB, UniRef:UniRef50_UPI00035786CB, UniRef:UniRef90_UPI00035786CB
contig_1	1511501	1512127	+	KKIFNO_15585	23.4	4.3		RefSeq:WP_020333095.1, SO:0001217, UniParc:UPI000356E458, UniRef:UniRef100_UPI000356E458, UniRef:UniRef50_UPI001120F4AE, UniRef:UniRef90_UPI000356E458
contig_1	1514278	1514463	+	KKIFNO_15595	6.7	6.5		RefSeq:WP_020333097.1, SO:0001217, UniParc:UPI0003573250, UniRef:UniRef100_A0A3B7CWT2, UniRef:UniRef50_A0A3B7CWT2, UniRef:UniRef90_A0A3B7CWT2
contig_1	1515520	1516035	+	KKIFNO_15605	19.1	4.2		RefSeq:WP_020333099.1, SO:0001217, UniParc:UPI000357064C, UniRef:UniRef100_UPI000357064C, UniRef:UniRef50_A0A1B1EBS7, UniRef:UniRef90_A0A1B1EBS7
contig_1	1517219	1517836	+	KKIFNO_15615	22.6	9.4		RefSeq:WP_020333101.1, SO:0001217, UniParc:UPI0003575005, UniRef:UniRef100_UPI0003575005, UniRef:UniRef50_A0A066RWH7, UniRef:UniRef90_A0A1B1EBT1
contig_1	1535825	1536082	+	KKIFNO_15715	9.2	4.9		RefSeq:WP_014231655.1, SO:0001217, UniParc:UPI000243C1CC, UniRef:UniRef100_A0A3B7CQG0, UniRef:UniRef50_A0A1B1EBU2, UniRef:UniRef90_A0A1B1EBU2
contig_1	1536457	1536708	+	KKIFNO_15720	9.2	5.5		SO:0001217, UniRef:UniRef50_A0A1B1EBU9, UniRef:UniRef90_A0A1B1EBU9
contig_1	1536972	1537754	+	KKIFNO_15725	29.2	5.5		RefSeq:WP_020333121.1, SO:0001217, UniParc:UPI0003571064, UniRef:UniRef100_UPI0003571064, UniRef:UniRef50_A0A2T5EGM5, UniRef:UniRef90_UPI0009C125F9
contig_1	1537903	1538283	+	KKIFNO_15730	14.8	6.6		RefSeq:WP_020333122.1, SO:0001217, UniParc:UPI000357C73F, UniRef:UniRef100_UPI000357C73F, UniRef:UniRef50_A0A1B1EBV7, UniRef:UniRef90_A0A1B1EBV7
contig_1	1539163	1539543	+	KKIFNO_15740	13.7	5.3		RefSeq:WP_020333125.1, SO:0001217, UniParc:UPI0003579389, UniRef:UniRef100_UPI0003579389, UniRef:UniRef50_UPI0003579389, UniRef:UniRef90_UPI0003579389
contig_1	1541106	1541897	+	KKIFNO_15755	29.8	5.3		RefSeq:WP_020333128.1, SO:0001217, UniParc:UPI0003574293, UniRef:UniRef100_UPI0003574293, UniRef:UniRef50_A0A6N6RPE4, UniRef:UniRef90_A0A1B1ECI6
contig_1	1542507	1543151	+	KKIFNO_15765	24.1	4.6		RefSeq:WP_020333130.1, SO:0001217, UniParc:UPI000357220D, UniRef:UniRef100_UPI000357220D, UniRef:UniRef50_A7MWB4, UniRef:UniRef90_A0A1B1EBV6
contig_1	1546500	1546937	-	KKIFNO_15785	16.7	7.8		RefSeq:WP_020333137.1, SO:0001217, UniParc:UPI000356E927, UniRef:UniRef100_A0A1B1EBV5, UniRef:UniRef50_A0A2I3BZN5, UniRef:UniRef90_A0A1B1EBV5
contig_1	1553656	1553994	+	KKIFNO_15820	13.2	5.0		RefSeq:WP_020333144.1, SO:0001217, UniParc:UPI0003576EF2, UniRef:UniRef100_A0A1B1EBW3, UniRef:UniRef50_U3A345, UniRef:UniRef90_A0A1B1EBW3
contig_1	1562582	1562872	+	KKIFNO_15855	10.6	6.3		RefSeq:WP_020333151.1, SO:0001217, UniParc:UPI0003581DAB, UniRef:UniRef100_A0A3B7CS79, UniRef:UniRef50_A0A3B7CS79, UniRef:UniRef90_A0A3B7CS79
contig_1	1568087	1568176	-	KKIFNO_15885	3.4	6.0		
