#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	1180398	1180520	+	AGOCLK_05255		hypothetical protein	
contig_3	cds	1180617	1181024	+	AGOCLK_05260		transcriptional regulator	SO:0001217, UniRef:UniRef50_M4U516, UniRef:UniRef90_A0A1B1EJ80
contig_3	cds	1181102	1182157	+	AGOCLK_05265	arsB	ACR3 family arsenite efflux transporter	COG:COG0798, COG:P, KEGG:K03325, RefSeq:WP_020335324.1, SO:0001217, UniParc:UPI000357DFAF, UniRef:UniRef100_UPI000357DFAF, UniRef:UniRef50_Q748P7, UniRef:UniRef90_A7K217
contig_3	cds	1182265	1183056	+	AGOCLK_05270		phenazine biosynthesis protein PhzF	EC:5.3.3.17, KEGG:K06998, RefSeq:WP_020335325.1, SO:0001217, UniParc:UPI000357AA10, UniRef:UniRef100_UPI000357AA10, UniRef:UniRef50_G4CGJ7, UniRef:UniRef90_A0A1B1EJ05
contig_3	cds	1183388	1184335	+	AGOCLK_05275	emrA	HlyD family secretion protein	COG:COG1566, COG:V, RefSeq:WP_020335326.1, SO:0001217, UniParc:UPI000357AB43, UniRef:UniRef100_A0A1B1EJ19, UniRef:UniRef50_A0A2T6FQP8, UniRef:UniRef90_A0A1B1EJ19
contig_3	cds	1184340	1185266	+	AGOCLK_05280	ccmA	ABC transporter ATP-binding protein	COG:COG1131, COG:V, RefSeq:WP_020335327.1, SO:0001217, UniParc:UPI000357EB3E, UniRef:UniRef100_UPI000357EB3E, UniRef:UniRef50_A0A073KQW8, UniRef:UniRef90_A0A1B1EJB6
contig_3	cds	1185263	1186363	+	AGOCLK_05285	yadH	ABC transporter	COG:COG0842, COG:V, RefSeq:WP_020335328.1, SO:0001217, UniParc:UPI0003575098, UniRef:UniRef100_A0A3B7DBL4, UniRef:UniRef50_A0A2Y9AIY6, UniRef:UniRef90_A0A1W6W1W8
contig_3	cds	1186389	1186760	-	AGOCLK_05290		hypothetical protein	RefSeq:WP_014234677.1, SO:0001217, UniParc:UPI000243B584, UniRef:UniRef100_A0A3B7D5U5, UniRef:UniRef50_Q87IW9, UniRef:UniRef90_A0A1B1EJ27
contig_3	cds	1186984	1191252	-	AGOCLK_05295	fdhF	formate dehydrogenase subunit alpha	COG:COG3383, COG:R, RefSeq:WP_020335329.1, SO:0001217, UniParc:UPI00035704D3, UniRef:UniRef100_UPI00035704D3, UniRef:UniRef50_A0A1B1EJ10, UniRef:UniRef90_A0A1B1EJ10
contig_3	cds	1191442	1191837	+	AGOCLK_05300		hypothetical protein	RefSeq:WP_076633466.1, SO:0001217, UniParc:UPI00040AFE59, UniRef:UniRef100_UPI00040AFE59, UniRef:UniRef50_Q87IX2, UniRef:UniRef90_A0A3B7CZT1
contig_3	cds	1192060	1193451	+	AGOCLK_05305		copper transporter	RefSeq:WP_020335330.1, SO:0001217, UniParc:UPI00035833EA, UniRef:UniRef100_UPI00035833EA, UniRef:UniRef50_A0A2N7GGX1, UniRef:UniRef90_A0A1B1EJ69
contig_3	cds	1193454	1195169	+	AGOCLK_05310		efflux transporter periplasmic adaptor subunit	RefSeq:WP_020335331.1, SO:0001217, UniParc:UPI000357B3E4, UniRef:UniRef100_UPI000357B3E4, UniRef:UniRef50_A0A0J1GY10, UniRef:UniRef90_A0A1B1EJ31
contig_3	cds	1195172	1198312	+	AGOCLK_05315	cusA	CusA/CzcA family heavy metal efflux RND transporter	COG:COG3696, COG:P, KEGG:K07787, RefSeq:WP_020335332.1, SO:0001217, UniParc:UPI00035798D5, UniRef:UniRef100_A0A1B1EIZ8, UniRef:UniRef50_P38054, UniRef:UniRef90_A0A1W6THN7
contig_3	cds	1198377	1198943	+	AGOCLK_05320		copper-binding protein	RefSeq:WP_014234682.1, SO:0001217, UniParc:UPI000243B681, UniRef:UniRef100_A0A1B1EJ09, UniRef:UniRef50_A0A2J8HYN6, UniRef:UniRef90_A0A1B1EJ09
contig_3	cds	1199016	1200350	-	AGOCLK_05325		Ferric reductase	RefSeq:WP_024372868.1, SO:0001217, UniParc:UPI0004629427, UniRef:UniRef100_UPI0004629427, UniRef:UniRef50_D7HAR4, UniRef:UniRef90_A0A1B1EJB0
contig_3	cds	1200562	1201413	+	AGOCLK_05330	blaCARB	CARB/PSE/RTG family carbenicillin-hydrolyzing class A beta-lactamase	RefSeq:WP_020335334.1, SO:0001217, UniParc:UPI0003580C2A, UniRef:UniRef100_UPI0003580C2A, UniRef:UniRef50_A0A3A1PWM2, UniRef:UniRef90_A0A3B7D7C4
contig_3	cds	1201714	1202772	+	AGOCLK_05335		Diguanylate cyclase	RefSeq:WP_024372867.1, SO:0001217, UniParc:UPI0002DF5F18, UniRef:UniRef100_A0A1B1EJ12, UniRef:UniRef50_D0WWU7, UniRef:UniRef90_A0A1B1EJ12
contig_3	cds	1202851	1203003	-	AGOCLK_05340		hypothetical protein	RefSeq:WP_014234686.1, SO:0001217, UniParc:UPI000243B685, UniRef:UniRef100_A0A3B7D5T5, UniRef:UniRef50_C9QEZ9, UniRef:UniRef90_A0A3B7D5T5
contig_3	cds	1203259	1203798	+	AGOCLK_05345	speG	spermidine N1-acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_014234687.1, SO:0001217, UniParc:UPI000243B686, UniRef:UniRef100_A0A1B1EJ08, UniRef:UniRef50_Q83B40, UniRef:UniRef90_A0A072JBM7
contig_3	cds	1203899	1205023	-	AGOCLK_05350		long-chain fatty acid transporter	RefSeq:WP_020335336.1, SO:0001217, UniParc:UPI00035810B7, UniRef:UniRef100_UPI00035810B7, UniRef:UniRef50_A0A1W6THP3, UniRef:UniRef90_A0A1B1EIZ7
contig_3	cds	1205602	1206027	+	AGOCLK_05355	uspA	universal stress global response regulator UspA	COG:COG0589, COG:T, RefSeq:WP_014234689.1, SO:0001217, UniParc:UPI000243B688, UniRef:UniRef100_A0A1B1EJ00, UniRef:UniRef50_A0A6B8NEG2, UniRef:UniRef90_A0A1B1EJ00
contig_3	cds	1206317	1206934	+	AGOCLK_05360	mdaB	potassium transporter KefG	COG:COG2249, COG:R, RefSeq:WP_020335337.1, SO:0001217, UniParc:UPI000357B795, UniRef:UniRef100_UPI000357B795, UniRef:UniRef50_K5UTS8, UniRef:UniRef90_A7K2C0
contig_3	cds	1206931	1208886	+	AGOCLK_05365	kch	potassium transporter	COG:COG1226, COG:P, RefSeq:WP_020335338.1, SO:0001217, UniParc:UPI000357F861, UniRef:UniRef100_UPI000357F861, UniRef:UniRef50_A7N626, UniRef:UniRef90_A0A1B1EJ11
contig_3	cds	1208970	1209263	-	AGOCLK_05370		hypothetical protein	RefSeq:WP_014234702.1, SO:0001217, UniParc:UPI000243B695, UniRef:UniRef100_A0A1B1EIX9, UniRef:UniRef50_A0A072L5J6, UniRef:UniRef90_A0A1B1EIX9
contig_3	cds	1209653	1212100	+	AGOCLK_05375		glycosyl hydrolase	EC:3.2.1.21, KEGG:K05349, RefSeq:WP_020335339.1, SO:0001217, UniParc:UPI000357D69E, UniRef:UniRef100_UPI000357D69E, UniRef:UniRef50_A0A3S4SR55, UniRef:UniRef90_UPI001594B656
contig_3	cds	1212357	1213361	+	AGOCLK_05380		AraC family transcriptional regulator	RefSeq:WP_020335340.1, SO:0001217, UniParc:UPI00035718FE, UniRef:UniRef100_UPI00035718FE, UniRef:UniRef50_A0A109X0U8, UniRef:UniRef90_A0A1B1EJ89
contig_3	cds	1213454	1214806	-	AGOCLK_05385		alpha-amylase	RefSeq:WP_020335341.1, SO:0001217, UniParc:UPI000356E45A, UniRef:UniRef100_UPI000356E45A, UniRef:UniRef50_Q6LKA3, UniRef:UniRef90_A0A1B1EJM2
contig_3	cds	1215499	1216656	-	AGOCLK_05390		NADH-dependent alcohol dehydrogenase	RefSeq:WP_020335343.1, SO:0001217, UniParc:UPI000356EE29, UniRef:UniRef100_UPI000356EE29, UniRef:UniRef50_A0A0W8JB77, UniRef:UniRef90_A0A1B1EIZ1
contig_3	cds	1216826	1217950	+	AGOCLK_05395	solA	N-methyl-L-tryptophan oxidase	RefSeq:WP_020335344.1, SO:0001217, UniParc:UPI0003581A59, UniRef:UniRef100_UPI0003581A59, UniRef:UniRef50_A0A2X0XLW8, UniRef:UniRef90_A0A1B1EIY6
contig_3	cds	1218030	1219823	-	AGOCLK_05400		PLP-dependent aminotransferase family protein	KEGG:K00375, RefSeq:WP_020335346.1, SO:0001217, UniParc:UPI000357EE55, UniRef:UniRef100_UPI001F1B22E0, UniRef:UniRef50_A0A0W8JJD0, UniRef:UniRef90_A0A1B1EIY0
contig_3	cds	1219954	1221228	-	AGOCLK_05405	gabT	4-aminobutyrate--2-oxoglutarate transaminase	RefSeq:WP_020335347.1, SO:0001217, UniParc:UPI00035829B1, UniRef:UniRef100_UPI00035829B1, UniRef:UniRef50_A0A099U0D3, UniRef:UniRef90_A0A1B1EJ39
contig_3	cds	1221268	1222695	-	AGOCLK_05410	gabD	succinate-semialdehyde dehydrogenase (NADP(+))	RefSeq:WP_020335349.1, SO:0001217, UniParc:UPI00035798AA, UniRef:UniRef100_UPI00035798AA, UniRef:UniRef50_B8CK70, UniRef:UniRef90_A0A1B1EJ03
contig_3	cds	1222904	1223920	+	AGOCLK_05415		C4-dicarboxylate ABC transporter substrate-binding protein	RefSeq:WP_020335350.1, SO:0001217, UniParc:UPI0003570E6F, UniRef:UniRef100_UPI0003570E6F, UniRef:UniRef50_A0A011QNL6, UniRef:UniRef90_A0A1B1EIX0
contig_3	cds	1223981	1224607	+	AGOCLK_05420		TRAP transporter small permease	RefSeq:WP_014234712.1, SO:0001217, UniParc:UPI000243B799, UniRef:UniRef100_A0A1B1EIX1, UniRef:UniRef50_A0A1B1EIX1, UniRef:UniRef90_A0A1B1EIX1
contig_3	cds	1224597	1225922	+	AGOCLK_05425		C4-dicarboxylate ABC transporter permease	RefSeq:WP_014234713.1, SO:0001217, UniParc:UPI000243B79A, UniRef:UniRef100_UPI000243B79A, UniRef:UniRef50_A0A1N6M453, UniRef:UniRef90_A0A1B1EJ78
contig_3	cds	1225971	1226207	-	AGOCLK_05430		thioredoxin family protein	RefSeq:WP_020335351.1, SO:0001217, UniParc:UPI000357B93C, UniRef:UniRef100_UPI000357B93C, UniRef:UniRef50_A0A0P7Y2U0, UniRef:UniRef90_A0A1B1EJL2
contig_3	cds	1226217	1227218	-	AGOCLK_05435		putative permease	RefSeq:WP_020335352.1, SO:0001217, UniParc:UPI000357F45A, UniRef:UniRef100_UPI000357F45A, UniRef:UniRef50_A0A1Y6IZX8, UniRef:UniRef90_A0A1B1EIY1
contig_3	cds	1227517	1227696	+	AGOCLK_05440		hypothetical protein	RefSeq:WP_020335353.1, SO:0001217, UniParc:UPI000357F568, UniRef:UniRef100_UPI000357F568, UniRef:UniRef50_A0A0C3IC11, UniRef:UniRef90_UPI000357F568
contig_3	cds	1227825	1229915	+	AGOCLK_05445		Na-H-Exchanger domain-containing protein	RefSeq:WP_076633467.1, SO:0001217, UniParc:UPI00042733D9, UniRef:UniRef100_UPI00042733D9, UniRef:UniRef50_A0A1B1EIW8, UniRef:UniRef90_A0A1B1EIW8
contig_3	cds	1229985	1231064	-	AGOCLK_05450	alr	alanine racemase	EC:5.1.1.1, KEGG:K01775, RefSeq:WP_020335354.1, SO:0001217, UniParc:UPI0003579C15, UniRef:UniRef100_UPI0003579C15, UniRef:UniRef50_P45257, UniRef:UniRef90_A0A3B7CZ34
contig_3	cds	1232129	1233133	+	AGOCLK_05455		DUF1611 domain-containing protein	RefSeq:WP_020335355.1, SO:0001217, UniParc:UPI000357F645, UniRef:UniRef100_A0A3B7CZQ7, UniRef:UniRef50_A0A2D5HKC0, UniRef:UniRef90_A0A1B1EJ29
contig_3	cds	1233133	1234107	+	AGOCLK_05460		dipeptide epimerase	RefSeq:WP_020335356.1, SO:0001217, UniParc:UPI000357B18A, UniRef:UniRef100_UPI000357B18A, UniRef:UniRef50_A0A0D6JHS8, UniRef:UniRef90_A0A1B1EIZ6
contig_3	cds	1234118	1234975	+	AGOCLK_05465		D-amino acid aminotransferase	EC:2.6.1.21, KEGG:K00824, RefSeq:WP_020335357.1, SO:0001217, UniParc:UPI0003571F34, UniRef:UniRef100_UPI0003571F34, UniRef:UniRef50_U4V1R2, UniRef:UniRef90_A0A3B7D233
contig_3	cds	1235062	1235907	-	AGOCLK_05470		CPBP family intramembrane metalloprotease domain-containing protein	RefSeq:WP_020335358.1, SO:0001217, UniParc:UPI0003571F30, UniRef:UniRef100_UPI0003571F30, UniRef:UniRef50_A0KFZ4, UniRef:UniRef90_A0A1B1EIW1
contig_3	cds	1236043	1236786	-	AGOCLK_05475		dienelactone hydrolase	RefSeq:WP_020335359.1, SO:0001217, UniParc:UPI000356FE06, UniRef:UniRef100_UPI000356FE06, UniRef:UniRef50_Q6LKQ2, UniRef:UniRef90_A0A1B1EJ68
contig_3	cds	1237048	1238148	-	AGOCLK_05480		alkene reductase	RefSeq:WP_020335360.1, SO:0001217, UniParc:UPI0003573029, UniRef:UniRef100_UPI0003573029, UniRef:UniRef50_A0A0Q0J0P5, UniRef:UniRef90_A0A1B1EJK3
contig_3	cds	1238278	1239159	-	AGOCLK_05485		LysR family transcriptional regulator	RefSeq:WP_020335361.1, SO:0001217, UniParc:UPI000357369A, UniRef:UniRef100_UPI000357369A, UniRef:UniRef50_A0A498RUG5, UniRef:UniRef90_A0A1B1EIX3
contig_3	cds	1239271	1239372	+	AGOCLK_05490		hypothetical protein	
contig_3	cds	1239660	1240862	+	AGOCLK_05495	fdhA	formaldehyde dehydrogenase, glutathione-independent	EC:1.2.1.46, KEGG:K00148, RefSeq:WP_014234726.1, SO:0001217, UniParc:UPI000243B7A7, UniRef:UniRef100_A0A1B1EIW9, UniRef:UniRef50_Q52078, UniRef:UniRef90_A0A1R4B1X9
contig_3	cds	1241286	1242212	+	AGOCLK_05500		LysR family transcriptional regulator	RefSeq:WP_020335363.1, SO:0001217, UniParc:UPI00035769B9, UniRef:UniRef100_UPI00035769B9, UniRef:UniRef50_A0A1B1EIV8, UniRef:UniRef90_A0A1B1EIV8
contig_3	cds	1242357	1242698	-	AGOCLK_05505		Acyl-CoA synthetase	RefSeq:WP_014234728.1, SO:0001217, UniParc:UPI000243B7A9, UniRef:UniRef100_UPI000243B7A9, UniRef:UniRef50_A0A1B1EIV5, UniRef:UniRef90_A0A1B1EIV5
contig_3	cds	1243194	1244825	+	AGOCLK_05510		glycosyl transferase	RefSeq:WP_020335364.1, SO:0001217, UniParc:UPI00035798E4, UniRef:UniRef100_UPI00035798E4, UniRef:UniRef50_A0A0J1HIC6, UniRef:UniRef90_A0A1B1EJ15
contig_3	cds	1244951	1245466	-	AGOCLK_05515		N-acetyltransferase	RefSeq:WP_020335366.1, SO:0001217, UniParc:UPI00035749AB, UniRef:UniRef100_UPI00035749AB, UniRef:UniRef50_A0A090RI86, UniRef:UniRef90_A0A1B1EIY7
contig_3	cds	1245508	1245714	-	AGOCLK_05520		hypothetical protein	RefSeq:WP_014234731.1, SO:0001217, UniParc:UPI000243B7AC, UniRef:UniRef100_A0A1B1ELJ1, UniRef:UniRef50_A0A1B1ELJ1, UniRef:UniRef90_A0A1B1ELJ1
contig_3	cds	1246036	1246380	-	AGOCLK_05525		YajD family HNH nuclease	RefSeq:WP_014234732.1, SO:0001217, UniParc:UPI000243B7AD, UniRef:UniRef100_A0A1B1EIU9, UniRef:UniRef50_Q6LQJ0, UniRef:UniRef90_C9QDN1
contig_3	cds	1246453	1246731	-	AGOCLK_05530	ppiC	peptidylprolyl isomerase PpiC	COG:COG0760, COG:O, RefSeq:WP_005375342.1, SO:0001217, UniParc:UPI00005F5D41, UniRef:UniRef100_A7K2D6, UniRef:UniRef50_H3N5D9, UniRef:UniRef90_A0A0Q0GB08
contig_3	cds	1246986	1247900	+	AGOCLK_05535		chemotaxis protein CheW	RefSeq:WP_020335367.1, SO:0001217, UniParc:UPI0003572CF1, UniRef:UniRef100_A0A1B1EJ57, UniRef:UniRef50_Q8ECL4, UniRef:UniRef90_A0A1B1EJ57
contig_3	cds	1247970	1248491	-	AGOCLK_05540	hutZ	heme utilization protein HutZ	EC:1.14.99.58, KEGG:K07226, RefSeq:WP_020335368.1, SO:0001217, UniParc:UPI000357C005, UniRef:UniRef100_A0A1B1EJJ3, UniRef:UniRef50_A0A1C7FD48, UniRef:UniRef90_A0A1B1EJJ3
contig_3	cds	1248645	1249106	-	AGOCLK_05545		transcriptional regulator	RefSeq:WP_020335369.1, SO:0001217, UniParc:UPI00035736B2, UniRef:UniRef100_UPI00035736B2, UniRef:UniRef50_U3ALY0, UniRef:UniRef90_A0A1B1EIW3
contig_3	cds	1249243	1249332	-	AGOCLK_05550		hypothetical protein	
contig_3	cds	1249617	1249916	+	AGOCLK_05555		DUF406 domain-containing protein	RefSeq:WP_014234736.1, SO:0001217, UniParc:UPI000243B7B1, UniRef:UniRef100_A0A1B1EIW0, UniRef:UniRef50_A0A090QHI9, UniRef:UniRef90_A0A1B1EIW0
contig_3	cds	1250062	1250661	+	AGOCLK_05560		hypothetical protein	RefSeq:WP_020335370.1, SO:0001217, UniParc:UPI0003577B07, UniRef:UniRef100_UPI0003577B07, UniRef:UniRef50_Q87J36, UniRef:UniRef90_A0A1B1EIU8
contig_3	cds	1250727	1251833	-	AGOCLK_05565		acyltransferase	RefSeq:WP_020335371.1, SO:0001217, UniParc:UPI0003573360, UniRef:UniRef100_UPI0003573360, UniRef:UniRef50_Q5DZX8, UniRef:UniRef90_A0A1B1EIU4
contig_3	cds	1252026	1252634	+	AGOCLK_05570		AraC family transcriptional regulator	RefSeq:WP_020335372.1, SO:0001217, UniParc:UPI0003581A6D, UniRef:UniRef100_A0A3B7CZN9, UniRef:UniRef50_A0A1E5FYA7, UniRef:UniRef90_A0A1B1EJ06
contig_3	cds	1252739	1253221	-	AGOCLK_05575		hypothetical protein	RefSeq:WP_024372865.1, SO:0001217, UniParc:UPI000462C390, UniRef:UniRef100_UPI000462C390, UniRef:UniRef50_A7N658, UniRef:UniRef90_A0A1B1ELQ7
contig_3	cds	1253236	1253769	-	AGOCLK_05580		nicotinate-nicotinamide nucleotide adenylyltransferase	RefSeq:WP_014234741.1, SO:0001217, UniParc:UPI000243B7B6, UniRef:UniRef100_A0A1B1EIX6, UniRef:UniRef50_A0A3D1Z1D0, UniRef:UniRef90_A0A1B1EIX6
contig_3	cds	1253986	1254816	+	AGOCLK_05585	nadE	ammonia-dependent NAD(+) synthetase	RefSeq:WP_020335374.1, SO:0001217, UniParc:UPI000356F17F, UniRef:UniRef100_UPI000356F17F, UniRef:UniRef50_Q5DZX4, UniRef:UniRef90_A0A090RQS0
contig_3	cds	1254892	1256709	-	AGOCLK_05590		flavodoxin	RefSeq:WP_020335375.1, SO:0001217, UniParc:UPI000357D8B4, UniRef:UniRef100_UPI000357D8B4, UniRef:UniRef50_A0A128F7M7, UniRef:UniRef90_A0A1B1EIU2
contig_3	cds	1256908	1257072	+	AGOCLK_05595	yqaE	YqaE/Pmp3 family membrane protein	COG:C, COG:COG0401, RefSeq:WP_014234744.1, SO:0001217, UniParc:UPI000243B7B9, UniRef:UniRef100_A0A1B1EJ44, UniRef:UniRef50_C9QHJ2, UniRef:UniRef90_A0A072JQV8
contig_3	cds	1257231	1258259	+	AGOCLK_05600	pyrC	dihydroorotase	COG:COG0418, COG:F, EC:3.5.2.3, GO:0004151, GO:0008270, GO:0019856, GO:0044205, RefSeq:WP_014234745.1, SO:0001217, UniParc:UPI000243B7BA, UniRef:UniRef100_A0A1B1EJI4, UniRef:UniRef50_Q9K0D1, UniRef:UniRef90_Q87J46
contig_3	cds	1258346	1259251	-	AGOCLK_05605		DUF808 domain-containing protein	KEGG:K09781, RefSeq:WP_014234746.1, SO:0001217, UniParc:UPI000243B7BB, UniRef:UniRef100_A0A3B7D776, UniRef:UniRef50_A0A7R9L9D8, UniRef:UniRef90_A0A1B1EIV3
contig_3	cds	1259439	1260368	+	AGOCLK_05610		peptidase	COG:COG3608, COG:R, RefSeq:WP_020335376.1, SO:0001217, UniParc:UPI0003581723, UniRef:UniRef100_UPI0003581723, UniRef:UniRef50_D7HBK9, UniRef:UniRef90_Q87J48
contig_3	cds	1260587	1261201	+	AGOCLK_05615	polC	DNA polymerase III subunit epsilon	COG:COG2176, COG:L, RefSeq:WP_020335377.1, SO:0001217, UniParc:UPI00035768D1, UniRef:UniRef100_UPI00035768D1, UniRef:UniRef50_A0A128FCD6, UniRef:UniRef90_A0A1R4LNU7
contig_3	cds	1261325	1262782	-	AGOCLK_05620		DUF3360 domain-containing protein	RefSeq:WP_020335378.1, SO:0001217, UniParc:UPI00035787E3, UniRef:UniRef100_UPI00035787E3, UniRef:UniRef50_A1S5Q0, UniRef:UniRef90_A0A7W2FT30
contig_3	cds	1263234	1264595	-	AGOCLK_05625		hypothetical protein	RefSeq:WP_020335380.1, SO:0001217, UniParc:UPI000358063A, UniRef:UniRef100_UPI000358063A, UniRef:UniRef50_A0A1B1EIZ5, UniRef:UniRef90_A0A1B1EIZ5
contig_3	cds	1265006	1266766	+	AGOCLK_05630		ABC transporter ATP-binding protein	RefSeq:WP_020335381.1, SO:0001217, UniParc:UPI00035802D7, UniRef:UniRef100_UPI00035802D7, UniRef:UniRef50_A0A1C3IG95, UniRef:UniRef90_A0A1B1EIW7
contig_3	cds	1267027	1267644	-	AGOCLK_05635		Flavodoxin-like domain-containing protein	RefSeq:WP_020335382.1, SO:0001217, UniParc:UPI000358110D, UniRef:UniRef100_UPI000358110D, UniRef:UniRef50_A0A1B1EIT1, UniRef:UniRef90_A0A1B1EIT1
contig_3	cds	1267734	1268672	-	AGOCLK_05640		alpha/beta hydrolase	RefSeq:WP_020335383.1, SO:0001217, UniParc:UPI000356F82C, UniRef:UniRef100_UPI000356F82C, UniRef:UniRef50_G9MXA8, UniRef:UniRef90_D0WYK2
contig_3	cds	1268730	1269644	-	AGOCLK_05645		Serine aminopeptidase, S33	RefSeq:WP_020335384.1, SO:0001217, UniParc:UPI00035750C3, UniRef:UniRef100_UPI00035750C3, UniRef:UniRef50_P76049, UniRef:UniRef90_A0A0F4NMA9
contig_3	cds	1269776	1270705	+	AGOCLK_05650		LysR family transcriptional regulator	RefSeq:WP_020335385.1, SO:0001217, UniParc:UPI0003580C1B, UniRef:UniRef100_UPI0003580C1B, UniRef:UniRef50_B4SNV2, UniRef:UniRef90_A0A1B1EJH4
contig_3	cds	1270910	1271755	-	AGOCLK_05655		hypothetical protein	RefSeq:WP_020335386.1, SO:0001217, UniParc:UPI0003578D12, UniRef:UniRef100_UPI0003578D12, UniRef:UniRef50_UPI001FBA44B7, UniRef:UniRef90_UPI001FBA44B7
contig_3	cds	1272180	1272968	-	AGOCLK_05660	araC	AraC family transcriptional regulator	COG:COG2207, COG:K, RefSeq:WP_014234841.1, SO:0001217, UniParc:UPI000243BAF8, UniRef:UniRef100_A0A1B1EIT8, UniRef:UniRef50_C9QHJ5, UniRef:UniRef90_Q87J49
contig_3	cds	1273067	1273975	+	AGOCLK_05665	rhaT	EamA family transporter	COG:COG0697, COG:GER, RefSeq:WP_020335388.1, SO:0001217, UniParc:UPI000357EBF3, UniRef:UniRef100_A0A3B7DB43, UniRef:UniRef50_Q6LKT6, UniRef:UniRef90_A0A1B1EIT9
contig_3	cds	1274328	1275896	+	AGOCLK_05670		GGDEF domain-containing protein	RefSeq:WP_024372864.1, SO:0001217, UniParc:UPI000411CA20, UniRef:UniRef100_UPI000411CA20, UniRef:UniRef50_A0A5P9CLG2, UniRef:UniRef90_A0A3B7D8A8
contig_3	cds	1276036	1276458	+	AGOCLK_05675		Hsp20/alpha crystallin family protein	RefSeq:WP_014234844.1, SO:0001217, UniParc:UPI000243BAFB, UniRef:UniRef100_A0A1B1EIS8, UniRef:UniRef50_A0A0C5W3F1, UniRef:UniRef90_A0A1B1EIS8
contig_3	cds	1276535	1277338	-	AGOCLK_05680		alpha/beta hydrolase	RefSeq:WP_020335390.1, SO:0001217, UniParc:UPI000356F39C, UniRef:UniRef100_UPI000356F39C, UniRef:UniRef50_A0A3B7CYS6, UniRef:UniRef90_A0A3B7CYS6
contig_3	cds	1277369	1278871	-	AGOCLK_05685		FAD-containing monooxygenase EthA	RefSeq:WP_020335391.1, SO:0001217, UniParc:UPI0003572B0E, UniRef:UniRef100_UPI0003572B0E, UniRef:UniRef50_A0A068QMC8, UniRef:UniRef90_A0A1B1EIY3
contig_3	cds	1279056	1280087	+	AGOCLK_05690		AraC family transcriptional regulator	RefSeq:WP_020335392.1, SO:0001217, UniParc:UPI000356F1B6, UniRef:UniRef100_UPI000356F1B6, UniRef:UniRef50_A0A072MYV8, UniRef:UniRef90_A0A1B1EIV7
contig_3	cds	1280324	1281268	-	AGOCLK_05695		urea amidolyase	RefSeq:WP_020335393.1, SO:0001217, UniParc:UPI0003582FB6, UniRef:UniRef100_UPI0003582FB6, UniRef:UniRef50_A0A1G8FYM6, UniRef:UniRef90_UPI0008042430
contig_3	cds	1281265	1281954	-	AGOCLK_05700	pxpB	5-oxoprolinase subunit PxpB	RefSeq:WP_020335395.1, SO:0001217, UniParc:UPI000357949D, UniRef:UniRef100_UPI000357949D, UniRef:UniRef50_A0A6G7CHM4, UniRef:UniRef90_UPI000357949D
contig_3	cds	1281951	1282682	-	AGOCLK_05705		LamB/YcsF family	EC:3.5.2.9, KEGG:K07160, RefSeq:WP_020335396.1, SO:0001217, UniParc:UPI0003582871, UniRef:UniRef100_UPI0003582871, UniRef:UniRef50_Q7ME92, UniRef:UniRef90_UPI0003582871
contig_3	cds	1282978	1283952	+	AGOCLK_05710		C4-dicarboxylate ABC transporter substrate-binding protein	RefSeq:WP_020335397.1, SO:0001217, UniParc:UPI0003576E77, UniRef:UniRef100_UPI0003576E77, UniRef:UniRef50_A0A317CIY8, UniRef:UniRef90_UPI00080416D6
contig_3	cds	1284014	1284583	+	AGOCLK_05715		TRAP transporter small permease	RefSeq:WP_020335398.1, SO:0001217, UniParc:UPI0003572E14, UniRef:UniRef100_UPI0003572E14, UniRef:UniRef50_A1T0G3, UniRef:UniRef90_UPI0008046BF4
contig_3	cds	1284580	1285884	+	AGOCLK_05720		C4-dicarboxylate ABC transporter permease	RefSeq:WP_020335399.1, SO:0001217, UniParc:UPI000357640A, UniRef:UniRef100_UPI000357640A, UniRef:UniRef50_S2KHD4, UniRef:UniRef90_UPI000357640A
contig_3	cds	1285901	1286425	+	AGOCLK_05725		transcriptional regulator	RefSeq:WP_020335400.1, SO:0001217, UniParc:UPI000357983B, UniRef:UniRef100_UPI000357983B, UniRef:UniRef50_A0A7W4A5U2, UniRef:UniRef90_UPI000357983B
contig_3	cds	1286613	1287755	-	AGOCLK_05730		hypothetical protein	RefSeq:WP_020335401.1, SO:0001217, UniParc:UPI000357C02F, UniRef:UniRef100_UPI000357C02F, UniRef:UniRef50_A0A3B7D1R6, UniRef:UniRef90_A0A3B7D1R6
contig_3	cds	1288373	1289566	-	AGOCLK_05735		aromatic amino acid aminotransferase	RefSeq:WP_024372863.1, SO:0001217, UniParc:UPI0004171A34, UniRef:UniRef100_UPI0004171A34, UniRef:UniRef50_O85746, UniRef:UniRef90_A0A0C3IC31
contig_3	cds	1289581	1290183	-	AGOCLK_05740		YitT family protein	RefSeq:WP_014234850.1, SO:0001217, UniParc:UPI000243BC02, UniRef:UniRef100_A0A3B7D022, UniRef:UniRef50_A0A0H3ICS2, UniRef:UniRef90_A0A1B1EIS3
